position,publicwww_rank,domain,typeform_indexed_match,indexed_typeform_urls,typeform_form_urls,publicwww_email_candidate_count,publicwww_email_query_rows,live_typeform_urls,combined_typeform_urls,scan_mode,homepage_url,robots_status,http_status,pages_checked,live_email_candidates,publicwww_email_candidates,combined_email_candidates,email_visibility,corporate_status,corporate_exclusion_reason,site_contact_candidate_emails,parent_company_emails,legal_emails,third_party_emails,unverified_emails,verification_eligible_emails,verification_exclusion_reason,scan_notes,email_verification,valid_emails,invalid_emails,risky_emails,unknown_emails,verification_summary
658,3140098,volvic.de,no,,,0,0,,,contact_pages,https://www.volvic.de/,ok,200,1,info@volvic.de,,info@volvic.de,showing_email_candidates,not_flagged,,info@volvic.de,,,,,info@volvic.de,,,info@volvic.de=unknown (rate_limited),,,,info@volvic.de,valid=0; invalid=0; risky=0; unknown=1
662,3213797,mekorma.com,yes,,,0,0,https://form.typeform.com/to/SHJZatDD,https://form.typeform.com/to/SHJZatDD,contact_pages,https://mekorma.com/,ok,200,2,microsoft-solutions-partner@2x.png ; sales@mekorma.com ; subscribe-to-our-newsletter@2x.png ; support@mekorma.com,,microsoft-solutions-partner@2x.png ; sales@mekorma.com ; subscribe-to-our-newsletter@2x.png ; support@mekorma.com,showing_email_candidates,not_flagged,,sales@mekorma.com ; support@mekorma.com,,,,microsoft-solutions-partner@2x.png ; subscribe-to-our-newsletter@2x.png,sales@mekorma.com ; support@mekorma.com,,,sales@mekorma.com=unknown (rate_limited) ; support@mekorma.com=unknown (rate_limited),,,,sales@mekorma.com ; support@mekorma.com,valid=0; invalid=0; risky=0; unknown=2
666,3226581,tree.it,no,,,0,0,,,contact_pages,https://tree.it/,ok,200,2,cecilia.dicera@opinno.com ; giacomo.gemmiti@opinno.com ; giulio.todescan@blum.vision ; info@tree.it ; michele.spalletta@opinno.com ; michele@tree.it ; rosa.occhipinti@opinno.com ; rossella.sapuppo@opinno.com ; sabrina.mingoia@opinno.com ; silvia.amato@opinno.com ; simona.massaro@opinno.com,,cecilia.dicera@opinno.com ; giacomo.gemmiti@opinno.com ; giulio.todescan@blum.vision ; info@tree.it ; michele.spalletta@opinno.com ; michele@tree.it ; rosa.occhipinti@opinno.com ; rossella.sapuppo@opinno.com ; sabrina.mingoia@opinno.com ; silvia.amato@opinno.com ; simona.massaro@opinno.com,showing_email_candidates,not_flagged,,info@tree.it,,,,cecilia.dicera@opinno.com ; giacomo.gemmiti@opinno.com ; giulio.todescan@blum.vision ; michele.spalletta@opinno.com ; michele@tree.it ; rosa.occhipinti@opinno.com ; rossella.sapuppo@opinno.com ; sabrina.mingoia@opinno.com ; silvia.amato@opinno.com ; simona.massaro@opinno.com,info@tree.it,,,info@tree.it=unknown (rate_limited),,,,info@tree.it,valid=0; invalid=0; risky=0; unknown=1
668,3229701,teonite.com,yes,,,3,6,https://h7pq7oq6nfx.typeform.com/to/l2L4ZusB,https://h7pq7oq6nfx.typeform.com/to/l2L4ZusB,contact_pages,https://teonite.com/,ok,200,1,hello@teonite.com ; mike@teonite.com ; robert@teonite.com,hello@teonite.com ; mike@teonite.com ; robert@teonite.com,hello@teonite.com ; mike@teonite.com ; robert@teonite.com,showing_email_candidates,not_flagged,,hello@teonite.com,,,,mike@teonite.com ; robert@teonite.com,hello@teonite.com,,,hello@teonite.com=invalid (mailbox_not_found),,hello@teonite.com,,,valid=0; invalid=1; risky=0; unknown=0
671,3268813,saffronsageliving.com,yes,,,0,0,https://saffronsage1.typeform.com/to/VTFOo7ju,https://saffronsage1.typeform.com/to/VTFOo7ju,contact_pages,https://www.saffronsageliving.com/,ok,200,2,sectionslider@3.3.002 ; service@saffronsageliving.com,,sectionslider@3.3.002 ; service@saffronsageliving.com,showing_email_candidates,not_flagged,,service@saffronsageliving.com,,,,sectionslider@3.3.002,service@saffronsageliving.com,,,service@saffronsageliving.com=unknown (rate_limited),,,,service@saffronsageliving.com,valid=0; invalid=0; risky=0; unknown=1
680,3298667,burningman.nl,no,,,0,0,,,contact_pages,https://burningman.nl/,ok,200,2,media@burningman.nl,,media@burningman.nl,showing_email_candidates,not_flagged,,media@burningman.nl,,,,,media@burningman.nl,,,media@burningman.nl=unknown (rate_limited),,,,media@burningman.nl,valid=0; invalid=0; risky=0; unknown=1
681,3305270,tabanmd.com,yes,,,1,7,https://drtaban.typeform.com/to/prPCO2 ; https://embed.typeform.com/,https://drtaban.typeform.com/to/prPCO2 ; https://embed.typeform.com/,contact_pages,https://tabanmd.com/,ok,200,2,office@tabanmd.com,office@tabanmd.com,office@tabanmd.com,showing_email_candidates,not_flagged,,office@tabanmd.com,,,,,office@tabanmd.com,,,office@tabanmd.com=unknown (rate_limited),,,,office@tabanmd.com,valid=0; invalid=0; risky=0; unknown=1
683,3315708,vdletg.com,no,,,0,0,,,contact_pages,https://www.vdletg.com/en,ok,200,2,info@vdletg.com,,info@vdletg.com,showing_email_candidates,not_flagged,,info@vdletg.com,,,,,info@vdletg.com,,,info@vdletg.com=unknown (rate_limited),,,,info@vdletg.com,valid=0; invalid=0; risky=0; unknown=1
684,3331300,lucamazzucchelli.com,no,,,0,0,,,contact_pages,https://www.lucamazzucchelli.com/,ok,200,1,galimberti-umberto_01-kvuc-u3140703790744m0f-656x492@corriere-web-sezioni-e1668877017775.jpg ; info@lucamazzucchelli.com,,galimberti-umberto_01-kvuc-u3140703790744m0f-656x492@corriere-web-sezioni-e1668877017775.jpg ; info@lucamazzucchelli.com,showing_email_candidates,not_flagged,,info@lucamazzucchelli.com,,,,galimberti-umberto_01-kvuc-u3140703790744m0f-656x492@corriere-web-sezioni-e1668877017775.jpg,info@lucamazzucchelli.com,,,info@lucamazzucchelli.com=unknown (rate_limited),,,,info@lucamazzucchelli.com,valid=0; invalid=0; risky=0; unknown=1
685,3337958,bonbonmusic.com,yes,,,0,0,https://bonbonmusic05.typeform.com/to/t8uABp ; https://embed.typeform.com/,https://bonbonmusic05.typeform.com/to/t8uABp ; https://embed.typeform.com/,contact_pages,https://bonbonmusic.com/,ok,200,2,service@bonbonmusic.com ; vue-directive-tooltip@1.4.5.min.css ; vuedirectivetooltip@1.4.5.js,,service@bonbonmusic.com ; vue-directive-tooltip@1.4.5.min.css ; vuedirectivetooltip@1.4.5.js,showing_email_candidates,not_flagged,,service@bonbonmusic.com,,,,vue-directive-tooltip@1.4.5.min.css ; vuedirectivetooltip@1.4.5.js,service@bonbonmusic.com,,,service@bonbonmusic.com=unknown (rate_limited),,,,service@bonbonmusic.com,valid=0; invalid=0; risky=0; unknown=1
687,3351927,pischulti.at,yes,,,0,0,https://embed.typeform.com/ ; https://form.typeform.com/to/Glz7jWQh,https://embed.typeform.com/ ; https://form.typeform.com/to/Glz7jWQh,contact_pages,https://pischulti.at/,ok,200,2,a.asani@pischulti.at ; a.braun@pischulti.at ; a.muelleder@pischulti.at ; a.pischulti@pischulti.at ; agron.asani@pischulti.at ; b.ziegler@pischulti.at ; c.pfaller@pischulti.at ; d.danninger@pischulti.at ; d.kaiser@pischulti.at ; d.korntner@pischulti.at ; e.sigl@pischulti.at ; e.ulas@pischulti.at ; ecevit.ulas@pischulti.at ; f.blaho@pischulti.at ; f.kaser@pischulti.at ; f.wiesmayr@pischulti.at ; g.schmidt@pischulti.at ; h.schlaffer@pischulti.at ; k.minichberger@pischulti.at ; m.ecker@pischulti.at ; m.gessl@pischulti.at ; m.herbst@pischulti.at ; m.langmayr@pischulti.at ; m.solberger@pischulti.at ; maximilian@pischulti.at ; office@pischulti.at ; p.doeberl@pischulti.at ; p.hajdecka@pischulti.at ; r.wintersteiger@pischulti.at ; s.hametner@pischulti.at ; s.schinnerl@pischulti.at ; t.pischulti@pischulti.at ; thomas.pischulti@pischulti.at ; u.pischulti@pischulti.at ; w.kaiser@pischulti.at ; w.ratz@pischulti.at,,a.asani@pischulti.at ; a.braun@pischulti.at ; a.muelleder@pischulti.at ; a.pischulti@pischulti.at ; agron.asani@pischulti.at ; b.ziegler@pischulti.at ; c.pfaller@pischulti.at ; d.danninger@pischulti.at ; d.kaiser@pischulti.at ; d.korntner@pischulti.at ; e.sigl@pischulti.at ; e.ulas@pischulti.at ; ecevit.ulas@pischulti.at ; f.blaho@pischulti.at ; f.kaser@pischulti.at ; f.wiesmayr@pischulti.at ; g.schmidt@pischulti.at ; h.schlaffer@pischulti.at ; k.minichberger@pischulti.at ; m.ecker@pischulti.at ; m.gessl@pischulti.at ; m.herbst@pischulti.at ; m.langmayr@pischulti.at ; m.solberger@pischulti.at ; maximilian@pischulti.at ; office@pischulti.at ; p.doeberl@pischulti.at ; p.hajdecka@pischulti.at ; r.wintersteiger@pischulti.at ; s.hametner@pischulti.at ; s.schinnerl@pischulti.at ; t.pischulti@pischulti.at ; thomas.pischulti@pischulti.at ; u.pischulti@pischulti.at ; w.kaiser@pischulti.at ; w.ratz@pischulti.at,showing_email_candidates,not_flagged,,office@pischulti.at,,,,a.asani@pischulti.at ; a.braun@pischulti.at ; a.muelleder@pischulti.at ; a.pischulti@pischulti.at ; agron.asani@pischulti.at ; b.ziegler@pischulti.at ; c.pfaller@pischulti.at ; d.danninger@pischulti.at ; d.kaiser@pischulti.at ; d.korntner@pischulti.at ; e.sigl@pischulti.at ; e.ulas@pischulti.at ; ecevit.ulas@pischulti.at ; f.blaho@pischulti.at ; f.kaser@pischulti.at ; f.wiesmayr@pischulti.at ; g.schmidt@pischulti.at ; h.schlaffer@pischulti.at ; k.minichberger@pischulti.at ; m.ecker@pischulti.at ; m.gessl@pischulti.at ; m.herbst@pischulti.at ; m.langmayr@pischulti.at ; m.solberger@pischulti.at ; maximilian@pischulti.at ; p.doeberl@pischulti.at ; p.hajdecka@pischulti.at ; r.wintersteiger@pischulti.at ; s.hametner@pischulti.at ; s.schinnerl@pischulti.at ; t.pischulti@pischulti.at ; thomas.pischulti@pischulti.at ; u.pischulti@pischulti.at ; w.kaiser@pischulti.at ; w.ratz@pischulti.at,office@pischulti.at,,,office@pischulti.at=unknown (rate_limited),,,,office@pischulti.at,valid=0; invalid=0; risky=0; unknown=1
689,3353508,rockfamilychurch.com,no,,,0,0,,,contact_pages,https://www.rockfamilychurch.com/,ok,200,1,beyondspace-snippets@0.0.44 ; info@rockfamilychurch.com,,beyondspace-snippets@0.0.44 ; info@rockfamilychurch.com,showing_email_candidates,not_flagged,,info@rockfamilychurch.com,,,,beyondspace-snippets@0.0.44,info@rockfamilychurch.com,,,info@rockfamilychurch.com=unknown (rate_limited),,,,info@rockfamilychurch.com,valid=0; invalid=0; risky=0; unknown=1
690,3353567,spectrum-aesthetics.com,no,,,0,0,,,contact_pages,https://spectrum-aesthetics.com/,ok,200,1,info@spectrum-aesthetics.com,,info@spectrum-aesthetics.com,showing_email_candidates,not_flagged,,info@spectrum-aesthetics.com,,,,,info@spectrum-aesthetics.com,,,info@spectrum-aesthetics.com=unknown (rate_limited),,,,info@spectrum-aesthetics.com,valid=0; invalid=0; risky=0; unknown=1
696,3400665,mariannes-flammkuchen.de,no,,,0,0,,,contact_pages,https://mariannes-flammkuchen.de/,ok,200,2,1_75f267d5-fed7-4df3-b634-24405049bc56_1024x1024@2x.webp ; 5_df94a60b-ee17-4614-aa81-e459e5a5f527_1024x1024@2x.webp ; cba20828-10d7-4277-8ab8-70bb7f77fc11_1_105_c_1024x1024@2x.webp ; info@mariannes-flammkuchen.de ; info@mariannes-flammkuchen.deumsatzsteuer-idumsatzsteuer-identifikationsnummer ; restaurantherxheim@mariannes-flammkuchen.de ; restaurantkarlsruhe@mariannes-flammkuchen.de ; restaurantlinkenheim@mariannes-flammkuchen.de,,1_75f267d5-fed7-4df3-b634-24405049bc56_1024x1024@2x.webp ; 5_df94a60b-ee17-4614-aa81-e459e5a5f527_1024x1024@2x.webp ; cba20828-10d7-4277-8ab8-70bb7f77fc11_1_105_c_1024x1024@2x.webp ; info@mariannes-flammkuchen.de ; info@mariannes-flammkuchen.deumsatzsteuer-idumsatzsteuer-identifikationsnummer ; restaurantherxheim@mariannes-flammkuchen.de ; restaurantkarlsruhe@mariannes-flammkuchen.de ; restaurantlinkenheim@mariannes-flammkuchen.de,showing_email_candidates,not_flagged,,info@mariannes-flammkuchen.de,,,,1_75f267d5-fed7-4df3-b634-24405049bc56_1024x1024@2x.webp ; 5_df94a60b-ee17-4614-aa81-e459e5a5f527_1024x1024@2x.webp ; cba20828-10d7-4277-8ab8-70bb7f77fc11_1_105_c_1024x1024@2x.webp ; info@mariannes-flammkuchen.deumsatzsteuer-idumsatzsteuer-identifikationsnummer ; restaurantherxheim@mariannes-flammkuchen.de ; restaurantkarlsruhe@mariannes-flammkuchen.de ; restaurantlinkenheim@mariannes-flammkuchen.de,info@mariannes-flammkuchen.de,,,info@mariannes-flammkuchen.de=unknown (rate_limited),,,,info@mariannes-flammkuchen.de,valid=0; invalid=0; risky=0; unknown=1
704,3428163,goflashwin.com,yes,,,0,0,https://toddheffner.typeform.com/to/InzFmb,https://toddheffner.typeform.com/to/InzFmb,contact_pages,https://goflashwin.com/,ok,200,1,support@goflashwin.com,,support@goflashwin.com,showing_email_candidates,not_flagged,,support@goflashwin.com,,,,,support@goflashwin.com,,,support@goflashwin.com=unknown (rate_limited),,,,support@goflashwin.com,valid=0; invalid=0; risky=0; unknown=1
705,3437762,systronic.com.au,no,,,1,1,,,contact_pages,https://www.systronic.com.au/,ok,200,2,info@systronic.com.au,info@systronic.com.au,info@systronic.com.au,showing_email_candidates,not_flagged,,info@systronic.com.au,,,,,info@systronic.com.au,,,info@systronic.com.au=unknown (rate_limited),,,,info@systronic.com.au,valid=0; invalid=0; risky=0; unknown=1
708,3461921,hungryminds.be,no,,,0,0,,,contact_pages,https://hungryminds.be/,ok,200,2,core@2.9.7 ; info@hungryminds.be ; lenis@1.0.36,,core@2.9.7 ; info@hungryminds.be ; lenis@1.0.36,showing_email_candidates,not_flagged,,info@hungryminds.be,,,,core@2.9.7 ; lenis@1.0.36,info@hungryminds.be,,,info@hungryminds.be=unknown (rate_limited),,,,info@hungryminds.be,valid=0; invalid=0; risky=0; unknown=1
712,3487335,seiv.gr,yes,,,0,0,https://form.typeform.com/to/jyceRl,https://form.typeform.com/to/jyceRl,contact_pages,https://www.seiv.gr/,ok,200,0,info@seiv.gr,,info@seiv.gr,showing_email_candidates,not_flagged,,info@seiv.gr,,,,,info@seiv.gr,,,info@seiv.gr=unknown (rate_limited),,,,info@seiv.gr,valid=0; invalid=0; risky=0; unknown=1
714,3495352,ironlinx.com,yes,,,0,0,https://ironlinxfulfillment.typeform.com/to/BjcIg9 ; https://ironlinxfulfillment.typeform.com/to/me2RFi ; https://ironlinxfulfillment.typeform.com/to/OaDm5y ; https://ironlinxfulfillment.typeform.com/to/sp8ztu ; https://ironlinxfulfillment.typeform.com/to/w8XozqIO ; https://ironlinxfulfillment.typeform.com/to/Yy4OeU,https://ironlinxfulfillment.typeform.com/to/BjcIg9 ; https://ironlinxfulfillment.typeform.com/to/me2RFi ; https://ironlinxfulfillment.typeform.com/to/OaDm5y ; https://ironlinxfulfillment.typeform.com/to/sp8ztu ; https://ironlinxfulfillment.typeform.com/to/w8XozqIO ; https://ironlinxfulfillment.typeform.com/to/Yy4OeU,contact_pages,https://ironlinx.com/,ok,200,2,sales@ironlinx.com,,sales@ironlinx.com,showing_email_candidates,not_flagged,,sales@ironlinx.com,,,,,sales@ironlinx.com,,,sales@ironlinx.com=unknown (rate_limited),,,,sales@ironlinx.com,valid=0; invalid=0; risky=0; unknown=1
721,3532166,walserwealth.com,no,,,0,0,https://walserwealth.typeform.com/,https://walserwealth.typeform.com/,contact_pages,https://walserwealth.com/,ok,200,2,gsap@3.12.5 ; info@walserwealth.com,,gsap@3.12.5 ; info@walserwealth.com,showing_email_candidates,not_flagged,,info@walserwealth.com,,,,gsap@3.12.5,info@walserwealth.com,,,info@walserwealth.com=unknown (rate_limited),,,,info@walserwealth.com,valid=0; invalid=0; risky=0; unknown=1
730,3622625,floydsuk.com,no,,,1,4,,,contact_pages,https://floydsuk.com/,unavailable,202,0,,sales@floydsuk.com,sales@floydsuk.com,showing_email_candidates,not_flagged,,sales@floydsuk.com,,,,,sales@floydsuk.com,,,sales@floydsuk.com=unknown (rate_limited),,,,sales@floydsuk.com,valid=0; invalid=0; risky=0; unknown=1
737,3657633,firstavenue.it,no,,,1,1,,,contact_pages,https://firstavenue.it/,ok,200,2,support@firstavenue.it,support@firstavenue.it,support@firstavenue.it,showing_email_candidates,not_flagged,,support@firstavenue.it,,,,,support@firstavenue.it,,,support@firstavenue.it=unknown (rate_limited),,,,support@firstavenue.it,valid=0; invalid=0; risky=0; unknown=1
741,3665754,greenville.ag,yes,,,0,0,https://carmenknote.typeform.com/to/lBC4QCwu ; https://carmenknote.typeform.com/to/LL5C7O13,https://carmenknote.typeform.com/to/lBC4QCwu ; https://carmenknote.typeform.com/to/LL5C7O13,contact_pages,https://www.greenville.ag/,ok,200,1,benutzer@domain.com ; info@greenville.ag,,benutzer@domain.com ; info@greenville.ag,showing_email_candidates,not_flagged,,info@greenville.ag,,,,benutzer@domain.com,info@greenville.ag,,,info@greenville.ag=unknown (rate_limited),,,,info@greenville.ag,valid=0; invalid=0; risky=0; unknown=1
749,3716967,aric-ama.co.jp,no,,,1,1,,,contact_pages,https://aric-ama.co.jp/,unavailable,0,0,,info@aric-ama.co.jp,info@aric-ama.co.jp,showing_email_candidates,not_flagged,,info@aric-ama.co.jp,,,,,info@aric-ama.co.jp,,SSLError,info@aric-ama.co.jp=unknown (rate_limited),,,,info@aric-ama.co.jp,valid=0; invalid=0; risky=0; unknown=1
757,3772477,refugecf.com,no,,,2,7,https://embed.typeform.com/,https://embed.typeform.com/,contact_pages,https://www.refugecf.com/,ok,200,2,info@refugecf.com,brent@refugecf.com ; info@refugecf.com,brent@refugecf.com ; info@refugecf.com,showing_email_candidates,not_flagged,,info@refugecf.com,,,,brent@refugecf.com,info@refugecf.com,,,info@refugecf.com=unknown (rate_limited),,,,info@refugecf.com,valid=0; invalid=0; risky=0; unknown=1
761,3789856,mainmetall.de,yes,,,1,6,,,contact_pages,https://www.mainmetall.de/,ok,200,1,dpo-google@google.com ; gdpr@typeform.com ; info@mainmetall.de ; marketing@mainmetall.de ; privacy@fontawesome.com ; support@fb.com,marketing@mainmetall.de,dpo-google@google.com ; gdpr@typeform.com ; info@mainmetall.de ; marketing@mainmetall.de ; privacy@fontawesome.com ; support@fb.com,showing_email_candidates,not_flagged,,info@mainmetall.de ; marketing@mainmetall.de,,privacy@fontawesome.com,,dpo-google@google.com ; gdpr@typeform.com ; support@fb.com,info@mainmetall.de ; marketing@mainmetall.de,,,info@mainmetall.de=unknown (rate_limited) ; marketing@mainmetall.de=unknown (rate_limited),,,,info@mainmetall.de ; marketing@mainmetall.de,valid=0; invalid=0; risky=0; unknown=2
762,3794425,ribo.it,yes,,,0,0,https://h4xphgi3fx1.typeform.com/to/e4HYsdt4,https://h4xphgi3fx1.typeform.com/to/e4HYsdt4,contact_pages,https://www.ribo.it/,ok,200,2,info@ribo.it ; marketing@ribo.it ; silver@2x.png,,info@ribo.it ; marketing@ribo.it ; silver@2x.png,showing_email_candidates,not_flagged,,info@ribo.it ; marketing@ribo.it,,,,silver@2x.png,info@ribo.it ; marketing@ribo.it,,,info@ribo.it=unknown (rate_limited) ; marketing@ribo.it=unknown (rate_limited),,,,info@ribo.it ; marketing@ribo.it,valid=0; invalid=0; risky=0; unknown=2
767,3827511,soltgroup.de,yes,,,0,0,,,contact_pages,https://soltgroup.de/,ok,200,2,bewerbung@soltgroup.de ; info@soltgroup.de,,bewerbung@soltgroup.de ; info@soltgroup.de,showing_email_candidates,not_flagged,,info@soltgroup.de,,,,bewerbung@soltgroup.de,info@soltgroup.de,,,info@soltgroup.de=unknown (rate_limited),,,,info@soltgroup.de,valid=0; invalid=0; risky=0; unknown=1
780,3936950,productivity-software.com,yes,,,0,0,https://embed.typeform.com/ ; https://garthcat.typeform.com/to/lIItE6 ; https://www.typeform.com/,https://embed.typeform.com/ ; https://garthcat.typeform.com/to/lIItE6 ; https://www.typeform.com/,contact_pages,https://productivity-software.com/,ok,200,2,info@spiritworks-software.com ; support@productivity-software.com ; swsd@spiritworks-software.com,,info@spiritworks-software.com ; support@productivity-software.com ; swsd@spiritworks-software.com,showing_email_candidates,not_flagged,,support@productivity-software.com,,,,info@spiritworks-software.com ; swsd@spiritworks-software.com,support@productivity-software.com,,,support@productivity-software.com=unknown (rate_limited),,,,support@productivity-software.com,valid=0; invalid=0; risky=0; unknown=1
784,3961896,thepizzaproject.co.uk,no,,,2,7,,,contact_pages,https://www.thepizzaproject.co.uk/,ok,200,1,cafe@thepizzaproject.co.uk ; info@thepizzaproject.co.uk,cafe@thepizzaproject.co.uk ; info@thepizzaproject.co.uk,cafe@thepizzaproject.co.uk ; info@thepizzaproject.co.uk,showing_email_candidates,not_flagged,,info@thepizzaproject.co.uk,,,,cafe@thepizzaproject.co.uk,info@thepizzaproject.co.uk,,,info@thepizzaproject.co.uk=unknown (rate_limited),,,,info@thepizzaproject.co.uk,valid=0; invalid=0; risky=0; unknown=1
